OrderID,CustID,ProdID,Quantity,Gender,Age,Region,Price,OrderAmount,AgeGroup,PriceCategory,OrderDate,OrderDW,OrderTime,Year,Season,OrderTimeGroup
4456,10217,170,11,0,23,5,38000,418000,20s,High-Price,2021-03-11 22:12:54,Thursday,22:12:54,2021,Spring,PrimeTime
4457,10365,160,2,0,21,4,39400,78800,20s,High-Price,2021-01-22 22:42:00,Monday,22:42:00,2021,Winter,PrimeTime
4458,10853,160,4,0,47,6,39400,157600,40s,High-Price,2021-03-26 20:34:00,Thursday,20:34:00,2021,Spring,PrimeTime
4459,10933,198,11,0,32,4,42600,468600,30s,High-Price,2021-01-30 23:59:50,Friday,23:59:50,2021,Winter,PrimeTime
4460,10246,202,8,1,31,5,23500,188000,30s,Medium-Price,2021-03-03 21:12:24,Tuesday,21:12:24,2021,Spring,PrimeTime
4461,10921,202,13,1,30,2,23500,305500,20s,Medium-Price,2021-01-10 07:55:32,Tuesday,07:55:32,2021,Winter,DayBreak
4462,10543,154,10,0,39,3,40300,403000,30s,High-Price,2021-01-04 20:02:49,Friday,20:02:49,2021,Winter,PrimeTime
4463,10653,160,21,0,51,5,39400,827400,50s,High-Price,2021-03-24 22:40:05,Tuesday,22:40:05,2021,Spring,PrimeTime
4464,10821,118,4,0,36,4,41600,166400,30s,High-Price,2021-02-13 20:12:45,Friday,20:12:45,2021,Winter,PrimeTime
4465,10248,238,10,1,31,3,31700,317000,30s,Medium-Price,2021-01-27 21:21:44,Monday,21:21:44,2021,Winter,PrimeTime
4466,10747,270,30,1,23,6,30200,906000,20s,Medium-Price,2021-03-26 22:53:16,Sunday,22:53:16,2021,Spring,PrimeTime
4467,10569,138,17,0,23,8,40000,680000,20s,High-Price,2021-01-06 09:20:04,Sunday,09:20:04,2021,Winter,DayTime
4468,10221,108,11,0,22,5,40100,441100,20s,High-Price,2021-01-02 21:18:46,Tuesday,21:18:46,2021,Winter,PrimeTime
4469,10755,127,8,0,32,5,41000,328000,30s,High-Price,2021-02-05 23:56:28,Sunday,23:56:28,2021,Winter,PrimeTime
4470,10069,152,3,0,27,6,38700,116100,20s,High-Price,2021-01-25 20:38:14,Sunday,20:38:14,2021,Winter,PrimeTime
4471,10962,170,28,0,28,6,38000,1064000,20s,High-Price,2021-02-09 23:28:51,Wednesday,23:28:51,2021,Winter,PrimeTime
4472,10070,152,3,0,38,6,38700,116100,30s,High-Price,2021-02-20 13:33:08,Monday,13:33:08,2021,Winter,DayTime
4473,10173,282,10,1,21,4,28100,281000,20s,Medium-Price,2021-03-24 20:55:05,Saturday,20:55:05,2021,Spring,PrimeTime
4474,10342,160,9,0,26,5,39400,354600,20s,High-Price,2021-01-17 20:34:05,Saturday,20:34:05,2021,Winter,PrimeTime
4475,10763,190,4,0,20,5,41900,167600,10s,High-Price,2021-03-18 20:43:28,Wednesday,20:43:28,2021,Spring,PrimeTime
4476,10626,186,2,0,32,5,41200,82400,30s,High-Price,2021-01-07 22:08:33,Monday,22:08:33,2021,Winter,PrimeTime
4477,10921,270,4,1,30,2,30200,120800,20s,Medium-Price,2021-03-06 22:16:58,Saturday,22:16:58,2021,Spring,PrimeTime
4478,10137,138,1,0,24,7,40000,40000,20s,High-Price,2021-02-16 23:21:25,Monday,23:21:25,2021,Winter,PrimeTime
4479,10761,394,11,0,18,6,8800,96800,10s,Low-Price,2021-01-13 22:58:12,Thursday,22:58:12,2021,Winter,PrimeTime
4480,10493,254,15,1,26,5,22900,343500,20s,Medium-Price,2021-02-05 21:20:42,Friday,21:20:42,2021,Winter,PrimeTime
4481,10123,160,13,0,22,5,39400,512200,20s,High-Price,2021-01-03 11:42:12,Thursday,11:42:12,2021,Winter,DayTime
4482,10369,198,6,0,25,5,42600,255600,20s,High-Price,2021-01-01 22:37:48,Wednesday,22:37:48,2021,Winter,PrimeTime
4483,10379,162,5,0,22,5,40200,201000,20s,High-Price,2021-02-21 09:07:25,Wednesday,09:07:25,2021,Winter,DayTime
4484,10415,282,8,1,37,5,28100,224800,30s,Medium-Price,2021-01-22 21:33:05,Tuesday,21:33:05,2021,Winter,PrimeTime
4485,10289,162,1,0,25,6,40200,40200,20s,High-Price,2021-01-15 20:48:48,Saturday,20:48:48,2021,Winter,PrimeTime
4486,10342,101,23,0,26,5,43100,991300,20s,High-Price,2021-03-03 23:01:58,Tuesday,23:01:58,2021,Spring,PrimeTime
4487,10964,105,9,0,27,5,42200,379800,20s,High-Price,2021-03-26 10:56:02,Friday,10:56:02,2021,Spring,DayTime
4488,10186,118,4,0,42,7,41600,166400,40s,High-Price,2021-01-26 21:15:51,Thursday,21:15:51,2021,Winter,PrimeTime
4489,10886,171,4,1,18,5,35700,142800,10s,High-Price,2021-01-24 23:41:09,Thursday,23:41:09,2021,Winter,PrimeTime
4490,10853,144,5,0,47,6,40800,204000,40s,High-Price,2021-02-07 20:18:59,Thursday,20:18:59,2021,Winter,PrimeTime
4491,10338,160,14,0,20,5,39400,551600,10s,High-Price,2021-01-26 22:09:32,Thursday,22:09:32,2021,Winter,PrimeTime
4492,10127,160,30,0,27,4,39400,1182000,20s,High-Price,2021-02-15 20:20:31,Wednesday,20:20:31,2021,Winter,PrimeTime
4493,10146,254,5,1,32,4,22900,114500,30s,Medium-Price,2021-03-07 19:11:02,Monday,19:11:02,2021,Spring,PrimeTime
4494,10332,154,1,0,20,5,40300,40300,10s,High-Price,2021-01-14 18:57:25,Wednesday,18:57:25,2021,Winter,DayTime
4495,10403,260,3,1,35,6,29300,87900,30s,Medium-Price,2021-01-11 23:47:54,Monday,23:47:54,2021,Winter,PrimeTime
4496,10890,101,8,1,26,5,43100,344800,20s,High-Price,2021-03-21 21:34:59,Saturday,21:34:59,2021,Spring,PrimeTime
4497,10676,354,1,0,19,5,13400,13400,10s,Low-Price,2021-01-28 21:43:37,Friday,21:43:37,2021,Winter,PrimeTime
4498,10827,108,1,0,28,6,40100,40100,20s,High-Price,2021-02-20 23:26:37,Saturday,23:26:37,2021,Winter,PrimeTime
4499,10598,160,3,0,24,6,39400,118200,20s,High-Price,2021-02-04 21:46:35,Saturday,21:46:35,2021,Winter,PrimeTime
4500,10494,144,1,0,28,5,40800,40800,20s,High-Price,2021-03-11 14:27:51,Thursday,14:27:51,2021,Spring,DayTime
4501,10300,244,1,1,21,6,22800,22800,20s,Medium-Price,2021-02-23 17:26:12,Monday,17:26:12,2021,Winter,DayTime
4502,10448,194,11,0,21,7,38200,420200,20s,High-Price,2021-03-06 21:23:54,Sunday,21:23:54,2021,Spring,PrimeTime
4503,10355,238,5,1,22,8,31700,158500,20s,Medium-Price,2021-01-03 14:00:47,Monday,14:00:47,2021,Winter,DayTime
4504,10372,234,4,1,29,7,26400,105600,20s,Medium-Price,2021-02-28 21:27:22,Saturday,21:27:22,2021,Winter,PrimeTime
4505,10098,127,11,0,34,4,41000,451000,30s,High-Price,2021-02-12 22:56:12,Friday,22:56:12,2021,Winter,PrimeTime
4506,10970,262,4,1,30,6,21300,85200,20s,Medium-Price,2021-03-01 22:03:43,Saturday,22:03:43,2021,Spring,PrimeTime
4507,10156,152,1,0,33,6,38700,38700,30s,High-Price,2021-03-22 20:28:36,Wednesday,20:28:36,2021,Spring,PrimeTime
4508,10984,238,34,1,18,6,31700,1077800,10s,Medium-Price,2021-03-09 19:39:20,Sunday,19:39:20,2021,Spring,PrimeTime
4509,10960,127,1,1,28,6,41000,41000,20s,High-Price,2021-01-28 22:23:36,Friday,22:23:36,2021,Winter,PrimeTime
4510,10564,179,19,0,22,5,41300,784700,20s,High-Price,2021-02-13 13:39:23,Sunday,13:39:23,2021,Winter,DayTime
4511,10572,290,22,1,23,7,23300,512600,20s,Medium-Price,2021-02-21 23:38:36,Monday,23:38:36,2021,Winter,PrimeTime
4512,10677,254,3,1,38,7,22900,68700,30s,Medium-Price,2021-01-01 22:47:58,Monday,22:47:58,2021,Winter,PrimeTime
4513,10689,162,1,0,22,7,40200,40200,20s,High-Price,2021-02-13 21:08:39,Sunday,21:08:39,2021,Winter,PrimeTime
4514,10226,162,5,0,26,6,40200,201000,20s,High-Price,2021-02-11 21:06:19,Friday,21:06:19,2021,Winter,PrimeTime
4515,10396,170,2,0,23,6,38000,76000,20s,High-Price,2021-03-15 11:39:27,Friday,11:39:27,2021,Spring,DayTime
4516,10238,144,7,0,23,5,40800,285600,20s,High-Price,2021-01-29 20:50:43,Monday,20:50:43,2021,Winter,PrimeTime
4517,10585,138,24,0,20,5,40000,960000,10s,High-Price,2021-02-10 21:10:32,Thursday,21:10:32,2021,Winter,PrimeTime
4518,10748,122,5,0,30,10,37400,187000,20s,High-Price,2021-02-04 21:42:37,Saturday,21:42:37,2021,Winter,PrimeTime
4519,10495,154,17,0,29,5,40300,685100,20s,High-Price,2021-03-07 18:57:51,Wednesday,18:57:51,2021,Spring,DayTime
4520,10862,118,5,0,28,7,41600,208000,20s,High-Price,2021-02-20 21:54:52,Sunday,21:54:52,2021,Winter,PrimeTime
4521,10418,186,20,0,28,5,41200,824000,20s,High-Price,2021-03-11 07:45:35,Wednesday,07:45:35,2021,Spring,DayBreak
4522,10688,144,2,0,27,6,40800,81600,20s,High-Price,2021-02-23 14:56:12,Friday,14:56:12,2021,Winter,DayTime
4523,10143,152,2,0,34,5,38700,77400,30s,High-Price,2021-03-23 21:15:35,Sunday,21:15:35,2021,Spring,PrimeTime
4524,10991,127,5,0,22,5,41000,205000,20s,High-Price,2021-01-12 22:48:21,Wednesday,22:48:21,2021,Winter,PrimeTime
4525,10367,186,9,0,36,2,41200,370800,30s,High-Price,2021-03-03 20:00:11,Tuesday,20:00:11,2021,Spring,PrimeTime
4526,10672,144,11,0,32,6,40800,448800,30s,High-Price,2021-02-13 13:02:33,Monday,13:02:33,2021,Winter,DayTime
4527,10216,238,18,1,41,4,31700,570600,40s,Medium-Price,2021-03-12 20:03:06,Sunday,20:03:06,2021,Spring,PrimeTime
4528,10832,197,4,0,27,2,42400,169600,20s,High-Price,2021-02-15 23:59:15,Thursday,23:59:15,2021,Winter,PrimeTime
4529,10684,163,19,0,20,6,36400,691600,10s,High-Price,2021-03-09 20:26:57,Thursday,20:26:57,2021,Spring,PrimeTime
4530,10534,138,86,0,28,9,40000,3440000,20s,High-Price,2021-01-31 06:52:41,Thursday,06:52:41,2021,Winter,DayBreak
4531,10387,170,6,0,25,5,38000,228000,20s,High-Price,2021-02-04 21:22:44,Saturday,21:22:44,2021,Winter,PrimeTime
4532,10667,127,1,0,24,7,41000,41000,20s,High-Price,2021-03-02 20:52:08,Sunday,20:52:08,2021,Spring,PrimeTime
4533,10229,144,2,0,28,7,40800,81600,20s,High-Price,2021-02-03 07:48:30,Monday,07:48:30,2021,Winter,DayBreak
4534,10495,127,2,0,29,5,41000,82000,20s,High-Price,2021-02-15 20:07:03,Saturday,20:07:03,2021,Winter,PrimeTime
4535,10010,162,4,0,28,6,40200,160800,20s,High-Price,2021-03-27 23:56:39,Wednesday,23:56:39,2021,Spring,PrimeTime
4536,10386,282,4,1,29,9,28100,112400,20s,Medium-Price,2021-01-26 22:05:03,Monday,22:05:03,2021,Winter,PrimeTime
4537,10953,144,21,0,21,7,40800,856800,20s,High-Price,2021-01-25 21:56:24,Sunday,21:56:24,2021,Winter,PrimeTime
4538,10836,154,2,0,32,6,40300,80600,30s,High-Price,2021-03-07 22:49:46,Monday,22:49:46,2021,Spring,PrimeTime
4539,10850,127,13,0,23,6,41000,533000,20s,High-Price,2021-02-02 23:56:38,Tuesday,23:56:38,2021,Winter,PrimeTime
4540,10258,160,1,0,28,5,39400,39400,20s,High-Price,2021-01-14 23:48:31,Sunday,23:48:31,2021,Winter,PrimeTime
4541,10113,162,5,0,28,5,40200,201000,20s,High-Price,2021-02-07 23:03:03,Sunday,23:03:03,2021,Winter,PrimeTime
4542,10287,181,12,1,24,5,43600,523200,20s,High-Price,2021-03-16 22:36:05,Thursday,22:36:05,2021,Spring,PrimeTime
4543,10547,124,7,0,43,4,36800,257600,40s,High-Price,2021-01-18 22:42:27,Friday,22:42:27,2021,Winter,PrimeTime
4544,10994,170,1,0,29,6,38000,38000,20s,High-Price,2021-02-09 23:33:33,Monday,23:33:33,2021,Winter,PrimeTime
4545,10944,160,54,0,36,5,39400,2127600,30s,High-Price,2021-03-20 20:31:09,Wednesday,20:31:09,2021,Spring,PrimeTime
4546,10945,244,21,1,20,10,22800,478800,10s,Medium-Price,2021-03-15 20:54:13,Saturday,20:54:13,2021,Spring,PrimeTime
4547,10011,244,1,1,25,5,22800,22800,20s,Medium-Price,2021-01-14 20:43:43,Thursday,20:43:43,2021,Winter,PrimeTime
4548,10250,138,6,0,26,5,40000,240000,20s,High-Price,2021-01-25 21:11:12,Saturday,21:11:12,2021,Winter,PrimeTime
4549,10647,190,7,0,26,3,41900,293300,20s,High-Price,2021-01-06 20:50:17,Saturday,20:50:17,2021,Winter,PrimeTime
4550,10518,254,3,1,32,4,22900,68700,30s,Medium-Price,2021-02-09 20:50:10,Sunday,20:50:10,2021,Winter,PrimeTime
4551,10299,160,12,0,29,7,39400,472800,20s,High-Price,2021-03-04 22:50:19,Sunday,22:50:19,2021,Spring,PrimeTime
4552,10199,160,21,0,46,8,39400,827400,40s,High-Price,2021-03-11 21:26:32,Wednesday,21:26:32,2021,Spring,PrimeTime
4553,10106,144,2,0,23,2,40800,81600,20s,High-Price,2021-02-13 21:35:02,Saturday,21:35:02,2021,Winter,PrimeTime
4554,10679,138,52,0,29,6,40000,2080000,20s,High-Price,2021-03-28 23:25:56,Wednesday,23:25:56,2021,Spring,PrimeTime
4555,10518,254,2,1,32,4,22900,45800,30s,Medium-Price,2021-02-17 23:49:23,Wednesday,23:49:23,2021,Winter,PrimeTime
4556,10317,260,10,1,24,8,29300,293000,20s,Medium-Price,2021-01-13 20:01:25,Sunday,20:01:25,2021,Winter,PrimeTime
4557,10671,108,7,0,26,6,40100,280700,20s,High-Price,2021-03-24 20:20:02,Saturday,20:20:02,2021,Spring,PrimeTime
4558,10572,290,3,1,23,7,23300,69900,20s,Medium-Price,2021-02-15 14:51:14,Tuesday,14:51:14,2021,Winter,DayTime
4559,10009,111,10,1,22,5,38400,384000,20s,High-Price,2021-03-12 08:38:22,Tuesday,08:38:22,2021,Spring,DayTime
4560,10192,108,5,0,22,4,40100,200500,20s,High-Price,2021-02-16 23:34:01,Wednesday,23:34:01,2021,Winter,PrimeTime
4561,10210,160,2,0,28,4,39400,78800,20s,High-Price,2021-01-11 22:16:26,Wednesday,22:16:26,2021,Winter,PrimeTime
4562,10376,101,2,0,59,5,43100,86200,50s,High-Price,2021-01-18 21:36:48,Saturday,21:36:48,2021,Winter,PrimeTime
4563,10599,116,11,0,26,5,36600,402600,20s,High-Price,2021-02-02 11:55:37,Monday,11:55:37,2021,Winter,DayTime
4564,10132,162,4,0,26,7,40200,160800,20s,High-Price,2021-02-16 21:57:01,Monday,21:57:01,2021,Winter,PrimeTime
4565,10784,127,11,0,29,4,41000,451000,20s,High-Price,2021-01-12 23:29:10,Saturday,23:29:10,2021,Winter,PrimeTime
4566,10615,108,47,0,30,3,40100,1884700,20s,High-Price,2021-02-26 21:24:05,Sunday,21:24:05,2021,Winter,PrimeTime
4567,10367,170,12,0,36,2,38000,456000,30s,High-Price,2021-02-02 13:45:29,Saturday,13:45:29,2021,Winter,DayTime
4568,10501,170,25,0,26,1,38000,950000,20s,High-Price,2021-03-07 22:12:21,Saturday,22:12:21,2021,Spring,PrimeTime
4569,10863,127,4,0,24,4,41000,164000,20s,High-Price,2021-01-27 20:00:08,Thursday,20:00:08,2021,Winter,PrimeTime
4570,10007,111,15,0,32,5,38400,576000,30s,High-Price,2021-03-13 06:41:01,Monday,06:41:01,2021,Spring,DayBreak
4571,10606,118,3,0,20,7,41600,124800,10s,High-Price,2021-03-19 21:19:44,Thursday,21:19:44,2021,Spring,PrimeTime
4572,10023,360,9,0,19,5,5100,45900,10s,Low-Price,2021-03-19 23:16:13,Friday,23:16:13,2021,Spring,PrimeTime
4573,10011,244,5,1,25,5,22800,114000,20s,Medium-Price,2021-03-16 21:40:46,Tuesday,21:40:46,2021,Spring,PrimeTime
4574,10669,128,16,0,25,4,37500,600000,20s,High-Price,2021-03-02 23:31:18,Wednesday,23:31:18,2021,Spring,PrimeTime
4575,10904,160,1,0,28,4,39400,39400,20s,High-Price,2021-02-08 20:11:54,Saturday,20:11:54,2021,Winter,PrimeTime
4576,10348,197,9,0,32,4,42400,381600,30s,High-Price,2021-03-26 06:13:12,Tuesday,06:13:12,2021,Spring,DayBreak
4577,10497,252,4,1,20,6,26500,106000,10s,Medium-Price,2021-01-24 23:28:22,Monday,23:28:22,2021,Winter,PrimeTime
4578,10084,160,2,0,35,9,39400,78800,30s,High-Price,2021-01-28 21:09:07,Sunday,21:09:07,2021,Winter,PrimeTime
4579,10515,298,1,1,32,5,22600,22600,30s,Medium-Price,2021-01-29 13:49:04,Monday,13:49:04,2021,Winter,DayTime
4580,10372,260,2,1,29,7,29300,58600,20s,Medium-Price,2021-03-14 11:55:40,Sunday,11:55:40,2021,Spring,DayTime
4581,10328,260,2,1,27,6,29300,58600,20s,Medium-Price,2021-03-03 22:33:11,Wednesday,22:33:11,2021,Spring,PrimeTime
4582,10461,101,12,0,56,5,43100,517200,50s,High-Price,2021-03-17 22:39:35,Tuesday,22:39:35,2021,Spring,PrimeTime
4583,10180,398,2,0,17,5,16600,33200,10s,Low-Price,2021-02-02 22:57:55,Monday,22:57:55,2021,Winter,PrimeTime
4584,10276,138,9,0,34,1,40000,360000,30s,High-Price,2021-01-28 20:10:39,Sunday,20:10:39,2021,Winter,PrimeTime
4585,10244,118,9,0,29,5,41600,374400,20s,High-Price,2021-02-10 23:57:59,Tuesday,23:57:59,2021,Winter,PrimeTime
4586,10607,138,8,0,25,5,40000,320000,20s,High-Price,2021-02-02 20:00:47,Monday,20:00:47,2021,Winter,PrimeTime
4587,10799,144,6,0,31,7,40800,244800,30s,High-Price,2021-01-24 12:42:49,Friday,12:42:49,2021,Winter,DayTime
4588,10127,108,1,0,27,4,40100,40100,20s,High-Price,2021-02-04 21:40:12,Monday,21:40:12,2021,Winter,PrimeTime
4589,10284,118,9,0,26,6,41600,374400,20s,High-Price,2021-01-06 23:32:17,Monday,23:32:17,2021,Winter,PrimeTime
4590,10784,138,12,0,29,4,40000,480000,20s,High-Price,2021-03-10 22:44:46,Monday,22:44:46,2021,Spring,PrimeTime
4591,10048,252,2,1,29,7,26500,53000,20s,Medium-Price,2021-01-05 21:43:54,Saturday,21:43:54,2021,Winter,PrimeTime
4592,10536,152,12,0,29,2,38700,464400,20s,High-Price,2021-03-18 23:45:28,Friday,23:45:28,2021,Spring,PrimeTime
4593,10955,181,6,0,31,5,43600,261600,30s,High-Price,2021-02-28 20:35:38,Friday,20:35:38,2021,Winter,PrimeTime
4594,10863,170,9,0,24,4,38000,342000,20s,High-Price,2021-02-07 21:11:44,Friday,21:11:44,2021,Winter,PrimeTime
4595,10980,101,2,1,19,6,43100,86200,10s,High-Price,2021-01-27 21:52:13,Monday,21:52:13,2021,Winter,PrimeTime
4596,10137,190,4,0,24,7,41900,167600,20s,High-Price,2021-02-28 21:20:52,Tuesday,21:20:52,2021,Winter,PrimeTime
4597,10654,100,1,0,37,6,37200,37200,30s,High-Price,2021-02-19 20:21:46,Friday,20:21:46,2021,Winter,PrimeTime
4598,10295,152,11,0,22,6,38700,425700,20s,High-Price,2021-02-24 21:09:35,Friday,21:09:35,2021,Winter,PrimeTime
4599,10679,160,14,0,29,6,39400,551600,20s,High-Price,2021-01-08 06:00:50,Tuesday,06:00:50,2021,Winter,DayBreak
4600,10259,102,1,0,30,4,42300,42300,20s,High-Price,2021-02-28 23:34:44,Tuesday,23:34:44,2021,Winter,PrimeTime
4601,10811,160,18,0,24,5,39400,709200,20s,High-Price,2021-02-15 21:56:26,Friday,21:56:26,2021,Winter,PrimeTime
4602,10052,170,7,0,39,5,38000,266000,30s,High-Price,2021-03-03 20:21:15,Wednesday,20:21:15,2021,Spring,PrimeTime
4603,10069,190,4,0,27,6,41900,167600,20s,High-Price,2021-03-22 23:24:34,Thursday,23:24:34,2021,Spring,PrimeTime
4604,10807,190,10,0,24,5,41900,419000,20s,High-Price,2021-01-12 23:53:53,Saturday,23:53:53,2021,Winter,PrimeTime
4605,10710,138,13,0,30,4,40000,520000,20s,High-Price,2021-03-11 23:29:52,Saturday,23:29:52,2021,Spring,PrimeTime
4606,10572,238,16,1,23,7,31700,507200,20s,Medium-Price,2021-02-26 21:34:13,Sunday,21:34:13,2021,Winter,PrimeTime
4607,10960,244,1,1,28,6,22800,22800,20s,Medium-Price,2021-03-21 22:49:23,Saturday,22:49:23,2021,Spring,PrimeTime
4608,10438,154,10,0,30,3,40300,403000,20s,High-Price,2021-02-11 23:44:31,Wednesday,23:44:31,2021,Winter,PrimeTime
4609,10063,144,3,0,42,4,40800,122400,40s,High-Price,2021-01-01 22:30:02,Friday,22:30:02,2021,Winter,PrimeTime
4610,10367,108,3,0,36,2,40100,120300,30s,High-Price,2021-01-08 23:00:36,Friday,23:00:36,2021,Winter,PrimeTime
4611,10627,108,14,0,27,5,40100,561400,20s,High-Price,2021-01-19 19:25:44,Friday,19:25:44,2021,Winter,PrimeTime
4612,10418,144,1,0,28,5,40800,40800,20s,High-Price,2021-03-30 13:02:39,Tuesday,13:02:39,2021,Spring,DayTime
4613,10089,160,7,0,33,6,39400,275800,30s,High-Price,2021-03-07 21:50:16,Thursday,21:50:16,2021,Spring,PrimeTime
4614,10621,152,3,0,33,5,38700,116100,30s,High-Price,2021-03-13 22:59:35,Saturday,22:59:35,2021,Spring,PrimeTime
4615,10221,144,9,0,22,5,40800,367200,20s,High-Price,2021-02-17 14:08:49,Sunday,14:08:49,2021,Winter,DayTime
4616,10726,160,10,0,46,10,39400,394000,40s,High-Price,2021-02-07 23:13:04,Thursday,23:13:04,2021,Winter,PrimeTime
4617,10254,162,2,0,24,4,40200,80400,20s,High-Price,2021-03-20 21:06:38,Friday,21:06:38,2021,Spring,PrimeTime
4618,10173,252,16,1,21,4,26500,424000,20s,Medium-Price,2021-03-09 18:27:05,Thursday,18:27:05,2021,Spring,DayTime
4619,10655,186,15,0,24,8,41200,618000,20s,High-Price,2021-02-19 21:27:23,Wednesday,21:27:23,2021,Winter,PrimeTime
4620,10243,154,20,0,30,6,40300,806000,20s,High-Price,2021-01-19 19:46:29,Friday,19:46:29,2021,Winter,PrimeTime
4621,10373,100,4,0,30,5,37200,148800,20s,High-Price,2021-03-09 14:34:57,Tuesday,14:34:57,2021,Spring,DayTime
4622,10709,186,34,0,29,5,41200,1400800,20s,High-Price,2021-03-17 13:47:00,Tuesday,13:47:00,2021,Spring,DayTime
4623,10362,162,5,0,23,4,40200,201000,20s,High-Price,2021-01-17 21:36:19,Sunday,21:36:19,2021,Winter,PrimeTime
4624,10082,208,8,1,25,5,18100,144800,20s,Medium-Price,2021-01-12 21:36:15,Thursday,21:36:15,2021,Winter,PrimeTime
4625,10720,222,13,1,26,5,20300,263900,20s,Medium-Price,2021-03-19 22:24:12,Tuesday,22:24:12,2021,Spring,PrimeTime
4626,10666,160,7,0,38,3,39400,275800,30s,High-Price,2021-03-16 20:10:11,Thursday,20:10:11,2021,Spring,PrimeTime
4627,10960,282,11,1,28,6,28100,309100,20s,Medium-Price,2021-01-25 17:29:41,Tuesday,17:29:41,2021,Winter,DayTime
4628,10165,252,8,1,28,6,26500,212000,20s,Medium-Price,2021-01-23 20:51:24,Friday,20:51:24,2021,Winter,PrimeTime
4629,10397,179,44,0,24,6,41300,1817200,20s,High-Price,2021-01-19 21:49:07,Tuesday,21:49:07,2021,Winter,PrimeTime
4630,10551,152,6,0,26,5,38700,232200,20s,High-Price,2021-01-20 20:36:43,Tuesday,20:36:43,2021,Winter,PrimeTime
4631,10188,254,2,1,25,5,22900,45800,20s,Medium-Price,2021-01-23 14:41:59,Thursday,14:41:59,2021,Winter,DayTime
4632,10478,260,8,1,22,4,29300,234400,20s,Medium-Price,2021-01-12 22:33:19,Saturday,22:33:19,2021,Winter,PrimeTime
4633,10543,163,13,0,39,3,36400,473200,30s,High-Price,2021-01-03 23:42:31,Saturday,23:42:31,2021,Winter,PrimeTime
4634,10355,238,11,1,22,8,31700,348700,20s,Medium-Price,2021-03-01 18:19:18,Monday,18:19:18,2021,Spring,DayTime
4635,10468,105,1,1,28,5,42200,42200,20s,High-Price,2021-03-04 16:02:38,Monday,16:02:38,2021,Spring,DayTime
4636,10852,254,9,1,29,8,22900,206100,20s,Medium-Price,2021-02-03 20:16:43,Sunday,20:16:43,2021,Winter,PrimeTime
4637,10544,186,6,0,25,5,41200,247200,20s,High-Price,2021-01-10 22:58:10,Sunday,22:58:10,2021,Winter,PrimeTime
4638,10869,194,5,0,24,7,38200,191000,20s,High-Price,2021-02-03 22:30:41,Wednesday,22:30:41,2021,Winter,PrimeTime
4639,10234,186,5,0,27,4,41200,206000,20s,High-Price,2021-01-12 23:45:37,Saturday,23:45:37,2021,Winter,PrimeTime
4640,10844,101,1,0,31,5,43100,43100,30s,High-Price,2021-01-21 20:25:42,Wednesday,20:25:42,2021,Winter,PrimeTime
4641,10008,111,11,0,39,7,38400,422400,30s,High-Price,2021-03-21 17:01:55,Wednesday,17:01:55,2021,Spring,DayTime
4642,10070,160,6,0,38,6,39400,236400,30s,High-Price,2021-01-08 14:56:01,Wednesday,14:56:01,2021,Winter,DayTime
4643,10334,170,2,0,29,7,38000,76000,20s,High-Price,2021-03-25 21:33:45,Tuesday,21:33:45,2021,Spring,PrimeTime
4644,10959,224,2,1,34,5,25700,51400,30s,Medium-Price,2021-03-26 23:25:07,Saturday,23:25:07,2021,Spring,PrimeTime
4645,10483,118,3,0,27,5,41600,124800,20s,High-Price,2021-02-04 23:05:23,Thursday,23:05:23,2021,Winter,PrimeTime
4646,10431,360,3,0,17,10,5100,15300,10s,Low-Price,2021-02-11 00:15:46,Saturday,00:15:46,2021,Winter,
4647,10545,138,23,0,23,5,40000,920000,20s,High-Price,2021-02-08 23:19:36,Wednesday,23:19:36,2021,Winter,PrimeTime
4648,10033,170,6,0,25,3,38000,228000,20s,High-Price,2021-02-10 13:06:06,Monday,13:06:06,2021,Winter,DayTime
4649,10541,260,8,1,24,5,29300,234400,20s,Medium-Price,2021-03-01 20:07:43,Sunday,20:07:43,2021,Spring,PrimeTime
4650,10013,144,4,0,22,6,40800,163200,20s,High-Price,2021-02-07 22:29:54,Monday,22:29:54,2021,Winter,PrimeTime
4651,10094,282,2,1,40,5,28100,56200,30s,Medium-Price,2021-02-28 11:47:16,Wednesday,11:47:16,2021,Winter,DayTime
4652,10075,111,3,0,23,7,38400,115200,20s,High-Price,2021-01-24 21:26:00,Saturday,21:26:00,2021,Winter,PrimeTime
4653,10056,190,2,0,23,7,41900,83800,20s,High-Price,2021-01-08 21:30:38,Saturday,21:30:38,2021,Winter,PrimeTime
4654,10842,138,4,0,22,6,40000,160000,20s,High-Price,2021-03-24 20:19:40,Wednesday,20:19:40,2021,Spring,PrimeTime
4655,10306,101,5,1,25,6,43100,215500,20s,High-Price,2021-03-20 21:47:47,Thursday,21:47:47,2021,Spring,PrimeTime
4656,10508,190,6,0,36,6,41900,251400,30s,High-Price,2021-01-09 22:43:45,Monday,22:43:45,2021,Winter,PrimeTime
4657,10020,260,41,1,34,5,29300,1201300,30s,Medium-Price,2021-02-05 23:46:56,Sunday,23:46:56,2021,Winter,PrimeTime
4658,10215,111,1,1,23,5,38400,38400,20s,High-Price,2021-02-18 14:03:31,Saturday,14:03:31,2021,Winter,DayTime
4659,10408,170,4,0,31,1,38000,152000,30s,High-Price,2021-02-18 20:02:52,Monday,20:02:52,2021,Winter,PrimeTime
